Intervention Time (min),Hour,Down Time (min),Reaction Time (min),Waiting Time (min),Delay Time (min),Machine_label,Type Of Failure_label,Serial Device_label,Shift_label,Comment_Clean_label,Defect Code_label,Microstop Description_label,Declaration End Time_label,Intervention Start Time_label,Call Maintenance Time_label,Declaration Start Time_label
0.1149389589108986,-0.720871957118276,0.2065594264106667,-0.1776381569185268,0.4476385789368584,0.4476385789368584,-0.4058858678865243,0.2041629328435365,1.4306978103675103,0.0735600346641657,-0.6460211630529196,-0.4768813212425267,-0.8425289027875004,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
-0.1670818460427627,1.344448312662306,-0.3321109842771622,9.11326016790461,-0.7941195233211681,-0.7941195233211681,-0.946610894684521,-1.2239211984435656,-1.1606473324046511,-1.1573125974850835,-0.7662332084880126,-1.207004226676397,-1.3345743336634577,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
-0.2544020952752771,1.0494025598365084,-0.1093413400231361,-0.1773465208085413,0.6011526300401859,0.6011526300401859,0.5554030686432475,-0.6526875459287247,-0.4438922929144788,-1.1573125974850835,-0.0815289357126055,-0.6538808134689195,-0.2914380202064284,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
-0.0054213846258104,-0.1307804514666811,0.1022525695693166,-0.1775708562777609,0.4936927942678565,0.4936927942678565,0.8558058613088012,0.2041629328435365,0.990870854316723,0.0735600346641657,0.8507448991651431,-0.4326314481859286,-0.6457107304371176,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
-0.2414220582272006,-1.7535320920085669,-0.3485020617808029,-0.1777054575592926,-0.5467913298769183,-0.5467913298769183,0.5554030686432475,0.2041629328435365,-1.1706718784115069,1.304432666813415,-0.6472821285644765,-0.4768813212425267,-0.8425289027875004,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
-0.3649290774119282,-1.3109634627698707,-0.1607497194663729,-0.1776381569185268,0.8450694001265839,0.8450694001265839,-0.1655636337540813,-0.9383043721861452,-0.4438922929144788,1.304432666813415,0.0412050407456011,-1.007879797921705,0.495834669195103,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
0.2246792721355451,-0.5733490807053773,0.2471645956810494,-0.174789096459438,0.157667593519462,0.157667593519462,0.2550002759776938,0.2041629328435365,-0.3085609218219288,0.0735600346641657,-0.3324610725124324,-0.299881829016134,1.4208800792419023,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
-0.2020886126269689,-1.0159177099440737,-0.168200209240755,-0.1777951917469805,0.1064962431516862,0.1064962431516862,-1.0667720117507424,0.2041629328435365,-0.2709688742962204,1.304432666813415,0.913793174742989,-0.4326314481859286,-0.6457107304371176,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
-0.2536154263632725,-1.7535320920085669,0.1056052899677887,-0.1772343530739315,1.5819368454225555,1.5819368454225555,-0.7062886605520781,1.6322470641306386,-1.1706718784115069,1.304432666813415,1.6930698608851649,1.5364879028326908,-1.0393470751378833,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
-0.2878355240354741,-0.4258262042924786,-0.4122037493517703,-0.1699434503242948,-0.6406054722178407,-0.6406054722178407,-1.6675775970818498,0.2041629328435365,1.4357100833709382,0.0735600346641657,-1.0781120116797571,-0.4768813212425267,-0.8425289027875004,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
5.53351442479882,1.6394940654881034,5.14995939171322,-0.1775708562777609,-0.4137458189207011,-0.4137458189207011,-0.8264497776182995,3.060331195417741,-0.4438922929144788,1.304432666813415,-1.0781120116797571,2.5099851100778507,1.8538800584127448,0.0,-0.0139536393046486,-0.0422248708768907,-0.0362231232352473
